,year,otrasl,TR,TR10,TR50,TR100,TR10%,CR(10),CR(50),CR(100),CR10%,IHH,MA,real_prices,real_gdp_change,market_type,type_1,type_2,type_3,type_4
0,2013,ДОБЫЧА,12128094519110.0,6897734823000,10021979664000,10917975429000,11332003071000,0.568740193451772,0.826344125881322,0.9002218288946191,0.934359725935874,985.8810146589959,16702.87,16702.870619999998,1289.14939999999,3,0,0,1,0
1,2014,ДОБЫЧА,13632283985512.0,7870674895000,11274710723000,12296084533000,12742057761000,0.577355555632844,0.827059554729233,0.9019827158873679,0.934697206612032,1112.47280379388,8834.03,8217.708986046511,408.890697674433,4,0,0,0,1
2,2015,ДОБЫЧА,14367111995816.0,7706976156000,11645533807000,12794578175000,13311848403000,0.536431828348274,0.810568874968847,0.8905462822817869,0.926550054518729,842.981755402188,6636.37,5716.084151593454,-1971.47286821707,3,0,0,1,0
3,2016,ДОБЫЧА,14628822995000.0,7647183873000,11684568749000,12929957474000,13479545832000,0.52274772041563,0.7987360810226279,0.883868611878027,0.9214374824691759,842.6931800875601,33116.52,27747.21478197047,497.07216038770304,3,0,0,1,0
4,2017,ДОБЫЧА,17366227495000.0,9182911407000,13845695452000,15331338131000,16019846244000,0.52877986365455,0.79727709751507,0.882824904569178,0.92247128794163,906.929964815256,8821.01,7018.831843871419,1216.0974474312,3,0,0,1,0
5,2013,IT,669093900102.0,150843772000,278656460034,350202574034,499589016034,0.225444847093965,0.416468391045742,0.5233982464652771,0.7466650285674999,86.41889244442201,34351.51,34351.51085,1289.14939999999,0,0,0,0,0
6,2014,IT,752010090419.0,165284287000,314178600034,392496577034,560714736750,0.21978998567413896,0.417785085648183,0.5219299342317489,0.745621294040862,91.33739283222671,51898.21,48277.40939534883,408.890697674433,0,0,0,0,0
7,2015,IT,851527847494.0,197416903000,368862369000,458440253000,645250453000,0.231838457874263,0.43317710640414403,0.538373764697379,0.7577561378631792,98.7206934505224,109740.54,94522.42985357447,-1971.47286821707,0,0,0,0,0
8,2016,IT,988855142966.0,245445165000,461105323000,557451972000,765391183507,0.24821144608077306,0.46630219429000297,0.563734714801566,0.7740174978624921,110.627065794132,307476.86,257624.4651732541,497.07216038770304,1,1,0,0,0
9,2017,IT,2755628186657.91,52273333000,156699011034,225147116034,383205146750,0.0695114781915688,0.208373548480834,0.29939374338521696,0.50957447464101,13.9243980295309,46197.6,36759.17618876525,1216.0974474312,0,0,0,0,0
10,2013,ПИЩЕВАЯ,3604346361586.0,685690245000,1408334381000,1758150611000,2794471474432,0.19023983163989802,0.390732254815905,0.4877862543227871,0.775306031688465,54.2358657290491,36395.44,36395.44824000001,1289.14939999999,0,0,0,0,0
11,2014,ПИЩЕВАЯ,4157522698000.0,733637927000,1586095583000,2001297529000,3211155171000,0.17646035398746499,0.38150016204674,0.48136779384577705,0.7723722524821679,49.7538770414996,17067.5,15876.74649302326,408.890697674433,0,0,0,0,0
12,2015,ПИЩЕВАЯ,5002753088085.0,853474013000,1890365969000,2384661371000,3877422674085,0.17060086675728794,0.37786513460003895,0.476669811404349,0.7750577743522491,47.91817352910601,8014.86,6903.41457364341,-1971.47286821707,0,0,0,0,0
13,2016,ПИЩЕВАЯ,5473717474158.0,950703586000,2088005872000,2614305081000,4241302085158,0.17368517657120094,0.3814602930928929,0.47761052581584795,0.774848556795567,49.362700284058,49045.37,41093.459147320325,497.07216038770304,0,0,0,0,0
14,2017,ПИЩЕВАЯ,5200591740324.0,846598760000,1887746184000,2383725994000,3993379028324,0.16278892908199302,0.36298680578268105,0.458356685743514,0.7678701247322309,44.3890905858066,23090.64,18373.093473679302,1216.0974474312,0,0,0,0,0
15,2013,СМИ,286136410808.0,138244655000,218638381000,242621038000,243667885000,0.48314247952443706,0.7641054152549229,0.847920882612877,0.8515794418191099,381.05941751061897,5087.63032,5087.63032,1289.14939999999,2,0,1,0,0
16,2014,СМИ,294013250799.0,140870401000,223710525000,248340528000,249536249000,0.479129429089252,0.76088585936876,0.844657604121986,0.848724499055295,364.525354748631,28891.6602,26875.962976744195,408.890697674433,2,0,1,0,0
17,2015,СМИ,286009211000.0,133849957000,216282580000,241399185000,242806863000,0.46799177037693396,0.7562084425315941,0.8440259114591941,0.848947703995449,321.11892041915,33173.54044,28573.247579672694,-1971.47286821707,2,0,1,0,0
18,2016,СМИ,289701820904.0,133141732000,218734661000,244368810000,245712005000,0.4595819646025621,0.75503378031056,0.8435183777494369,0.8481548518862191,318.423478143431,16698.7482499999,13991.316564279416,497.07216038770304,2,0,1,0,0
19,2017,СМИ,306291164000.0,143595251000,234680790000,261686998000,263018335000,0.468819436789238,0.7662016329011702,0.8543733178016201,0.8587199564137601,343.165876532074,32168.434589999997,25596.242839001163,1216.0974474312,2,0,1,0,0
20,2013,МАШИНОСТРОЕНИЕ,4043144875726.0,1140093262000,2191271035000,2628018525000,3498066158000,0.281981798091091,0.541971930849133,0.6499936573576539,0.86518447038628,119.569618758862,30922.23001000001,30922.230010000007,1289.14939999999,1,1,0,0,0
21,2014,МАШИНОСТРОЕНИЕ,4193063866165.0,1168889592000,2239981084000,2704132137000,3610982831400,0.278767419077991,0.534211057950973,0.6449060217804921,0.861180021734948,117.11956218419999,48730.74486,45330.9254511628,408.890697674433,1,1,0,0,0
22,2015,МАШИНОСТРОЕНИЕ,4150595124829.0,1031173115000,2117357315000,2568724881000,3522609606919,0.248439822239343,0.510133426971447,0.618881101082059,0.848699885432484,93.8776559030716,13179.23107,11351.620215331612,-1971.47286821707,0,0,0,0,0
23,2016,МАШИНОСТРОЕНИЕ,4697840060600.0,1184528665000,2430407023000,2932360749000,4006946268432,0.25214325088128103,0.517345629406037,0.624193397641018,0.8529337348109379,96.3926193065545,19155.4520199999,16049.705590578362,497.07216038770304,0,0,0,0,0
24,2017,МАШИНОСТРОЕНИЕ,5421781254510.0,1446254191000,2877392173000,3461918663000,4676447473510,0.266748900981013,0.5307097497905321,0.638520534210094,0.8625297211354649,105.211452852158,7229.21769,5752.247937696214,1216.0974474312,1,1,0,0,0
25,2013,ЛЕГКАЯ,298995545633.0,87043454000,148795237000,181697158000,211201123000,0.291119567737109,0.497650346880544,0.607691855794477,0.7063687940663751,175.64253251621,208.00766000000002,208.00766,1289.14939999999,1,1,0,0,0
26,2014,ЛЕГКАЯ,321021143993.0,97712719000,161602265000,196973643000,227799007000,0.304380944459318,0.503400688783053,0.6135846397840229,0.7096074861815559,198.029610924238,265.3476,246.8349767441861,408.890697674433,1,1,0,0,0
27,2015,ЛЕГКАЯ,352852412375.0,89319270000,170646147000,212316475000,249319976000,0.25313492799667897,0.48361904585377397,0.601714676033891,0.7065843033971692,116.25738984363899,496.79475,427.9024547803618,-1971.47286821707,1,1,0,0,0
28,2016,ЛЕГКАЯ,398925930380.0,104822574000,199044938000,244392571000,284425526000,0.262761996694851,0.4989521182801989,0.612626436108583,0.7129782857912199,133.277223705424,0.0,0.0,497.07216038770304,1,1,0,0,0
29,2017,ЛЕГКАЯ,424559019784.0,116841953000,217333290000,267457429000,308648197000,0.27520779810412394,0.511903598492787,0.629965249910537,0.726985372156335,152.034078180399,150.63646,119.86058568625812,1216.0974474312,1,1,0,0,0
30,2013,ЛЕСНАЯ,85091275486.0,21864056000,43788865000,56297431000,50916133000,0.25694826966834305,0.5146105138264679,0.661612259053075,0.598370781366148,116.214857870977,4289.86234,4289.8623400000015,1289.14939999999,1,1,0,0,0
31,2014,ЛЕСНАЯ,99895831000.0,23413410000,49911535000,64918985000,58752562000,0.2343782494786989,0.49963581563278703,0.649866809757056,0.588138277762562,103.380199026418,30328.376369999904,28212.443134883724,408.890697674433,1,1,0,0,0
32,2015,ЛЕСНАЯ,117822665000.0,28256753000,59957880000,77208699000,70073321000,0.239824425971013,0.50888239542027,0.6552958125671321,0.5947354950764351,103.378135897425,1007.8796199999999,868.113367786391,-1971.47286821707,1,1,0,0,0
33,2016,ЛЕСНАЯ,140955880575.0,36370405000,75427871000,95602974000,87078495000,0.258026872320861,0.5351168797804521,0.67824750276475,0.6177712816576469,114.31578303535301,8773.16273,7350.736425729864,497.07216038770304,1,1,0,0,0
34,2017,ЛЕСНАЯ,147289394000.0,37223060000,80326724000,100670946000,92016070000,0.252720572670698,0.5453666541665589,0.6834908017884851,0.6247297751798749,109.641366227546,1417.325446,1127.757901809409,1216.0974474312,1,1,0,0,0
35,2013,МЕТАЛЛУРГИЯ,2974003731000.0,1559118496000,2558146056000,2815708304000,2593871880000,0.524249004716531,0.860169080937848,0.946773628644113,0.8721817840920519,365.92019442565703,41850.31869,41850.31869,1289.14939999999,2,0,1,0,0
36,2014,МЕТАЛЛУРГИЯ,3395285921000.0,1779300127000,2936478831000,3214533002000,2975922488000,0.5240501590734811,0.86486938046594,0.946763564776081,0.8764865632062919,382.00268835183994,33244.11574,30924.758827906982,408.890697674433,2,0,1,0,0
37,2015,МЕТАЛЛУРГИЯ,4018271878000.0,2114788011000,3461059319000,3802914863000,3508020803000,0.526292912776371,0.861330299213766,0.946405563999022,0.873017284421788,379.31385570731896,41652.58537,35876.47318690784,-1971.47286821707,2,0,1,0,0
38,2016,МЕТАЛЛУРГИЯ,4107880422000.0,2162142432000,3511037611000,3874686356000,3566048946000,0.52634015839909,0.854707842077493,0.9432325087285608,0.8680995013637229,392.010067885743,21734.127959999998,18210.29097417026,497.07216038770304,2,0,1,0,0
39,2017,МЕТАЛЛУРГИЯ,4659435576000.0,2502536208000,3978215350000,4397118860000,4033652168000,0.537089990231898,0.853797693972022,0.943702040360607,0.865695447915771,400.47202059302305,13793.452430000001,10975.3726746854,1216.0974474312,3,0,0,1,0
40,2013,СЕЛЬХОЗ,1220138729751.0,95178615000,244051017000,351932045000,762182907000,0.0780063878633076,0.200019072462198,0.288436090436881,0.6246690547685041,16.5692857421899,28134.11595,28134.11595,1289.14939999999,0,0,0,0,0
41,2014,СЕЛЬХОЗ,1560797324000.0,130277834000,329573301000,472361816000,990155286000,0.0834687707345147,0.21115701310620602,0.302641354349221,0.634390686589875,17.360621628995098,55169.14079,51320.130967441866,408.890697674433,0,0,0,0,0
42,2015,СЕЛЬХОЗ,1953331748000.0,157058364000,407416836000,587085219000,1241531992000,0.0804053710593762,0.208575341294253,0.30055581679922605,0.6355970987883621,16.3548152681143,51337.8685199999,44218.66366925065,-1971.47286821707,0,0,0,0,0
43,2016,СЕЛЬХОЗ,2161354806000.0,189712019000,477944011000,678245779000,1389351271000,0.0877745840124687,0.22113167614739104,0.313805848589581,0.642814991385547,17.307474132974,44805.251489999995,37540.80533184529,497.07216038770304,0,0,0,0,0
44,2017,СЕЛЬХОЗ,2198913760000.0,208796518000,504496194000,701752875000,1421086432000,0.09495439148100099,0.22942973170534905,0.3191361515696731,0.6462674698074561,18.3614333414304,107557.28855,85582.7307706837,1216.0974474312,0,0,0,0,0
45,2013,СПОРТ,49664691000.0,20086975000,32013339000,36724928000,32013339000,0.404451826751525,0.644589513302318,0.73945749506425,0.644589513302318,257.369944301405,3931.4585,13772.955069999998,1289.14939999999,2,0,1,0,0
46,2014,СПОРТ,62375023000.0,28316880000,43030745000,48330536000,43030745000,0.4539778686734911,0.689871408945212,0.7748379667932149,0.689871408945212,288.00523650447803,3753.93656,3261.116093023257,408.890697674433,2,0,1,0,0
47,2015,СПОРТ,74196281000.0,36391883000,54050019000,59580644000,54050019000,0.490481227758572,0.72847342577723,0.8030138869089681,0.72847342577723,369.420258887636,33074.16926,4589.143359173128,-1971.47286821707,2,0,1,0,0
48,2016,СПОРТ,82523779000.0,38323680000,61051513000,67126817000,61051513000,0.464395601660462,0.7398051051443,0.813423934451669,0.7398051051443,359.83478409396895,7551.50244,7054.360305921702,497.07216038770304,2,0,1,0,0
49,2017,СПОРТ,81233502000.0,37298286000,59010646000,65705393000,59010646000,0.4591490589683061,0.7264323776168109,0.8088459980464708,0.7264323776168109,318.265251348862,6147.814,76896.94737768426,1216.0974474312,2,0,1,0,0
50,2013,СТРОИТЕЛЬСТВО,5391776936177.0,910438185000,1762479034000,2263559764000,3950036945000,0.16885679726311906,0.32688277999306004,0.419817027075486,0.7326039247834221,53.1699731017483,132014.3932,132014.39320000002,1289.14939999999,0,0,0,0,0
51,2014,СТРОИТЕЛЬСТВО,5822221665442.0,918158854000,1855656013000,2346725777000,4139103349000,0.157699054889951,0.318719574696771,0.4030636261977229,0.7109147653322441,42.647994397919206,166421.93253,154811.10002790706,408.890697674433,0,0,0,0,0
52,2015,СТРОИТЕЛЬСТВО,6049079230721.0,1006903525000,1916035633000,2444188726000,4318384326000,0.166455668143065,0.31674831158917105,0.404059631685246,0.713891182656122,51.406888861385404,588002.64555,506462.22700258455,-1971.47286821707,0,0,0,0,0
53,2016,СТРОИТЕЛЬСТВО,6314361621040.0,1153578567000,2079106105000,2558328357000,4493250660000,0.182691242002386,0.329266239372835,0.405160253805456,0.7115922289005581,51.833630829568705,634563.65707,531679.4332924456,497.07216038770304,0,0,0,0,0
54,2017,СТРОИТЕЛЬСТВО,6876637897000.0,1288721740000,2252745094000,2786988932000,4926598222000,0.18740578743606887,0.327593967828782,0.405283653690105,0.7164254241377571,60.102656765797796,206575.8390103989,164371.23557216302,1216.0974474312,0,0,0,0,0
55,2013,СВЯЗЬ,1542735254417.0,1277252019000,1416081113000,1454475005000,1472543852000,0.8279139374971201,0.9179028669667232,0.942789763075484,0.9545019780833852,1381.20524914798,21242.31991,21242.31991000001,1289.14939999999,4,0,0,0,1
56,2014,СВЯЗЬ,1625802369074.0,1317725043000,1484192482000,1527858250000,1547877335000,0.810507518051244,0.9128984618501601,0.939756442149986,0.952069799161146,1320.57695645378,15412.25657,14336.982855813954,408.890697674433,4,0,0,0,1
57,2015,СВЯЗЬ,1642012250344.0,1310282745000,1495721453000,1540897744000,1562306297000,0.797973793877297,0.9109076090550781,0.938420370296984,0.9514583686404879,1281.3590166092401,71580.83137,61654.46285099053,-1971.47286821707,4,0,0,0,1
58,2016,СВЯЗЬ,1650871144000.0,1312226670000,1497093405000,1545176944000,1568711045000,0.794869226934649,0.9068505500511679,0.9359767112144772,0.9502322762751021,1250.53842824153,49259.1135999999,41272.54580614456,497.07216038770304,4,0,0,0,1
59,2017,СВЯЗЬ,1708380182000.0,1357508609000,1549843910000,1601060092000,1625384472000,0.794617394478766,0.9072008246932479,0.937180206647938,0.951418477646565,1233.66942041429,11643.73768,9264.856714648979,1216.0974474312,4,0,0,0,1
60,2013,ТОРГОВЛЯ,31509326458038.0,8541036950000,12929272658000,15343630162000,24110011717192,0.271063774129681,0.41033161007799795,0.486955193486399,0.7651706471510941,196.36984335170902,101930.61552,101930.61552,1289.14939999999,1,1,0,0,0
61,2014,ТОРГОВЛЯ,35926394473203.0,9443408534000,14609266816000,17369596232000,27194731350932,0.262854335161401,0.406644391406904,0.48347730092859,0.7569568766834142,163.963181643162,64556.57474999991,60052.6276744186,408.890697674433,1,1,0,0,0
62,2015,ТОРГОВЛЯ,38984485373930.0,10390491702000,15950514573000,18786341140000,29356172440000,0.266528892258981,0.40915031762011,0.48189275707517604,0.753021930607074,164.38821669127202,99239.00598,85477.18000000001,-1971.47286821707,1,1,0,0,0
63,2016,ТОРГОВЛЯ,42296578020677.0,10450075715000,16935181051000,19912287435000,31406741681000,0.247066694376349,0.400391280890882,0.470777740583782,0.7425362322608359,127.212033861357,178178.228979999,149289.51375273566,497.07216038770304,1,1,0,0,0
64,2017,ТОРГОВЛЯ,45736567491000.0,11435124834000,18038625038000,21409765365000,33993936534000,0.250021491801941,0.394402685368762,0.46811045383353295,0.7432550888452489,128.50634274606,93370.21542000001,75886.57407228375,1216.0974474312,1,1,0,0,0
65,2013,УСЛУГИ,3669311214681.0,988445380000,1360805520000,1585413353000,2552462903986,0.269381723753823,0.37086129804290996,0.43207383082054296,0.695624534047027,364.924606874774,69472.05352,69472.05352000003,1289.14939999999,2,0,1,0,0
66,2014,УСЛУГИ,3223338291524.0,298268986000,679605431000,916557876000,1958038377269,0.092534186307506,0.21083900277767004,0.2843505065571789,0.607456680056761,16.6185213898328,77850.00819999991,72418.61227906974,408.890697674433,0,0,0,0,0
67,2015,УСЛУГИ,3605471273566.0,416859605000,814187525000,1078275818000,2229127861000,0.11561861775359596,0.22582000055563506,0.299066539762922,0.618262549293667,24.135784062609304,54901.946189999995,47288.498010335905,-1971.47286821707,0,0,0,0,0
68,2016,УСЛУГИ,3883502653192.0,487189436000,937195464000,1202133238000,2405381988000,0.125451037248439,0.24132736544667602,0.30954871036638,0.61938466451746,29.2774361119778,53628.09242,44933.16544170632,497.07216038770304,0,0,0,0,0
69,2017,УСЛУГИ,4034252519996.0,429833668000,923342208000,1205747889000,2434461560000,0.106546049328718,0.2288756599700689,0.29887764412952394,0.603447986444441,21.387389723512197,85335.283117,67900.80578172293,1216.0974474312,0,0,0,0,0
70,2013,ТЭК,15813779966160.0,6956083906000,11050052547000,12886957470000,14297622640000,0.43987483832994795,0.698760990139364,0.8149194877870358,0.904124293533587,590.849625827147,2229095.57725,2229095.57725,1289.14939999999,3,0,0,1,0
71,2014,ТЭК,17626348198083.0,7918348180000,12345029581000,14303189971000,15909292250000,0.449233618388475,0.700373636232979,0.8114664370783041,0.9025858374754141,675.27380422193,628654.782709999,584795.1467069767,408.890697674433,3,0,0,1,0
72,2015,ТЭК,18494510867000.0,7783137272000,12773355249000,14868787698000,16580445641000,0.420834988714817,0.6906565597142479,0.803956795879937,0.896506307208411,518.761063153339,477606.52766,411375.13149009476,-1971.47286821707,3,0,0,1,0
73,2016,ТЭК,19182941115000.0,7731003285000,12869271069000,15217869541000,17092591021000,0.403014492858698,0.67087059235859,0.7933022079237092,0.891030781908335,501.14544184665897,44646.55349,37407.83764331701,497.07216038770304,3,0,0,1,0
74,2017,ТЭК,22238884724000.0,9307483388000,15132669557000,17735995039000,19855763193000,0.4185229386955471,0.6804599126623,0.7975217848878671,0.8928398811102181,563.551032124088,808404.661038,643243.051141242,1216.0974474312,3,0,0,1,0
75,2013,ФИНАНСОВЫЕ ИНСТИТУТЫ,25232777956231.0,22203243409000,24247588575000,24700674858000,24905350103000,0.8799365431548579,0.9609559683464142,0.9789122268204481,0.9870237096446948,3849.3854211020393,103958.51754,103958.51754000002,1289.14939999999,4,0,0,0,1
76,2014,ФИНАНСОВЫЕ ИНСТИТУТЫ,20723750085648.0,17046544321000,19733033617000,20166911693000,20360674239000,0.8225607938017641,0.952194150935351,0.9731304232898641,0.9824802053128672,2908.2549325321597,126378.19281,117561.10959069773,408.890697674433,4,0,0,0,1
77,2015,ФИНАНСОВЫЕ ИНСТИТУТЫ,26095330633976.0,22827545472000,24955739018000,25473018717000,25713160069000,0.8747751002732509,0.9563296732292692,0.9761523651221441,0.985354829554127,3719.032848537801,150675.11885,129780.46412575369,-1971.47286821707,4,0,0,0,1
78,2016,ФИНАНСОВЫЕ ИНСТИТУТЫ,34445666566473.0,30237176936000,33413468834000,33850430487000,34066754718000,0.8778223779658471,0.9700340322786021,0.982719565657865,0.9889997237318148,5001.0504378766,67545.63816,56594.206456932014,497.07216038770304,4,0,0,0,1
79,2017,ФИНАНСОВЫЕ ИНСТИТУТЫ,50004095960000.0,46089942229000,48980172259000,49421742148000,49638026118000,0.9217233377415508,0.9795232034227941,0.988353877801014,0.992679202873844,6179.306967581779,506567.77236000006,403073.1330572471,1216.0974474312,4,0,0,0,1
80,2013,НЕФТЕХИМ,4291640098703.0,2063655339000,3324717448000,3807109449000,3950200547000,0.48085470625173604,0.7746962400236641,0.887098955513667,0.9204407769872901,359.81266508315497,52965.66602,52965.66602,1289.14939999999,2,0,1,0,0
81,2014,НЕФТЕХИМ,4879482336627.0,2315239836000,3791432882000,4339015307000,4490120744000,0.47448472527937,0.7770153922968951,0.8892368099029521,0.920204323785676,346.126091275518,46032.05192,42820.513413953486,408.890697674433,2,0,1,0,0
82,2015,НЕФТЕХИМ,5355447514000.0,2341960679000,4048432232000,4708066635000,4890748546000,0.43730438453140297,0.755946579892109,0.8791173142286159,0.913228732653023,273.736853314529,24758.99144,21325.57402239449,-1971.47286821707,2,0,1,0,0
83,2016,НЕФТЕХИМ,5190353141000.0,2190067444000,3811303999000,4477568194000,4677912554000,0.4219496023690689,0.7343053344277259,0.862671204128768,0.9012705738744259,259.312989395388,76527.85594,64120.10304078397,497.07216038770304,2,0,1,0,0
84,2017,НЕФТЕХИМ,5871021881000.0,2548024761000,4433783696000,5133421115000,5336398800000,0.43400021540475003,0.7551979512031389,0.874365863226119,0.9089386665837221,271.38902572464497,33098.1435999999,26336.007079719453,1216.0974474312,2,0,1,0,0
85,2013,ЭЛЕКТРОЭНЕРГЕТИКА,4754587176000.0,1481120286000,3265574573000,3986747619000,4175825672000,0.31151396139634097,0.686826101219435,0.8385055255951841,0.878273027168069,153.02907401442698,117993.851719999,117993.85172,1289.14939999999,1,1,0,0,0
86,2014,ЭЛЕКТРОЭНЕРГЕТИКА,5138311370923.0,1551845261000,3436080785000,4254582239000,4471688143000,0.30201464040923603,0.668717899122328,0.828011759481159,0.8702641432562199,146.67090670468798,28337.702149999903,26360.6531627907,408.890697674433,1,1,0,0,0
87,2015,ЭЛЕКТРОЭНЕРГЕТИКА,5556287924000.0,1703103490000,3748740157000,4619412876000,4853140322000,0.30651822103090903,0.6746842871132679,0.8313847192919509,0.8734501142457349,148.407891844074,16604.56567,14301.95148148148,-1971.47286821707,1,1,0,0,0
88,2016,ЭЛЕКТРОЭНЕРГЕТИКА,6110764950000.0,1910985052000,4128329893000,5078440155000,5343418818000,0.312724359001896,0.6755831596828149,0.831064555183063,0.8744271562924381,150.415684005714,29137.8315,24413.60384681125,497.07216038770304,1,1,0,0,0
89,2017,ЭЛЕКТРОЭНЕРГЕТИКА,6659060812000.0,2108635611000,4531860637000,5541879729000,5834866795000,0.316656608271263,0.68055552651409,0.832231434050463,0.8762296906022009,156.53531943866102,27813.121219999997,22130.74443725041,1216.0974474312,1,1,0,0,0
